"company","_freq","uname"
"Capital Consulting",143,"CAPITAL CONSULTING"
"Draeger Medical",143,"DRAEGER MEDICAL"
"Queensland Governmen",143,"QUEENSLAND GOVERNMEN"
"SST",143,"SST"
"TD Banknorth",143,"TD BANKNORTH"
"B&Q",143,"B&Q"
"G&K Services",143,"G&K SERVICES"
"Aricent",143,"ARICENT"
"Nixon Peabody LLP",143,"NIXON PEABODY LLP"
"Home Shopping Networ",143,"HOME SHOPPING NETWOR"
"AppleOne Employment",143,"APPLEONE EMPLOYMENT"
"SanDisk Corporation",143,"SANDISK CORPORATION"
"Beyond Interactive",143,"BEYOND INTERACTIVE"
"FDC",143,"FDC"
"Stockamp & Associate",143,"STOCKAMP & ASSOCIATE"
"Columbia Sportswear",143,"COLUMBIA SPORTSWEAR"
"Boston University Sc",143,"BOSTON UNIVERSITY SC"
"Northrop Grumman Inf",143,"NORTHROP GRUMMAN INF"
"Kennesaw State Unive",143,"KENNESAW STATE UNIVE"
"CSX",143,"CSX"
"Hire.com",143,"HIRE"
"Opera Software",143,"OPERA SOFTWARE"
"Tektronix, Inc.",143,"TEKTRONIX INC"
"Telrad Networks",143,"TELRAD NETWORKS"
"Touchbase",143,"TOUCHBASE"
"Eversheds",143,"EVERSHEDS"
"Glaxo Smith Kline",143,"GLAXO SMITH KLINE"
"PSPL",143,"PSPL"
"SARS",143,"SARS"
"Tivoli Systems",143,"TIVOLI SYSTEMS"
"IBM Italy",143,"IBM ITALY"
"IP Unity",143,"IP UNITY"
"Commercial Union",143,"COMMERCIAL UNION"
"BEA Systems, Inc",143,"BEA SYSTEMS INC"
"NEC Technologies",143,"NEC TECHNOLOGIES"
"CH Robinson",143,"CH ROBINSON"
"PKF",144,"PKF"
"Grey Direct",144,"GREY DIRECT"
"Jones Apparel Group",144,"JONES APPAREL GROUP"
"ING Canada",144,"ING CANADA"
"Syntens",144,"SYNTENS"
"WHITTMANHART",144,"WHITTMANHART"
"Blockbuster, Inc.",144,"BLOCKBUSTER INC"
"ICG",144,"ICG"
"Cetelem",144,"CETELEM"
"UT Southwestern Medi",144,"UT SOUTHWESTERN MEDI"
"Citadel",144,"CITADEL"
"McMaster-Carr Supply",144,"MCMASTER CARR SUPPLY"
"iCrossing",144,"ICROSSING"
"Rational",144,"RATIONAL"
"NYSE",144,"NYSE"
"imc2",144,"IMC2"
"BCD Travel",144,"BCD TRAVEL"
"Universidad Nacional",144,"UNIVERSIDAD NACIONAL"
"Serena",144,"SERENA"
"Crossbeam Systems",144,"CROSSBEAM SYSTEMS"
"Chubb & Son",144,"CHUBB & SON"
"freelancer",144,"FREELANCER"
"Intrum Justitia",144,"INTRUM JUSTITIA"
"Rush University Medi",144,"RUSH UNIVERSITY MEDI"
"BindView",144,"BINDVIEW"
"K?benhavns Universit",144,"KBENHAVNS UNIVERSIT"
"Hypercom",144,"HYPERCOM"
"Savi Technology",144,"SAVI TECHNOLOGY"
"Marsh Inc.",144,"MARSH INC"
"GE Advanced Material",144,"GE ADVANCED MATERIAL"
"Silicon Image",144,"SILICON IMAGE"
"Convio",144,"CONVIO"
"France telecom",144,"FRANCE TELECOM"
"Exel Logistics",144,"EXEL LOGISTICS"
"Four Seasons Hotels",144,"FOUR SEASONS HOTELS"
"The Hartford Insuran",144,"THE HARTFORD INSURAN"
"Bytes Technology Gro",144,"BYTES TECHNOLOGY GRO"
"Nexus",144,"NEXUS"
"Transcom",144,"TRANSCOM"
"DuPont de Nemours",144,"DUPONT DE NEMOURS"
"Institutional Invest",144,"INSTITUTIONAL INVEST"
"Zenith Data Systems",144,"ZENITH DATA SYSTEMS"
"Crain Communications",144,"CRAIN COMMUNICATIONS"
"Systems Engineering",144,"SYSTEMS ENGINEERING"
"Recall",144,"RECALL"
"Grey",144,"GREY"
"NCsoft",144,"NCSOFT"
"Deloitte Corporate F",144,"DELOITTE CORPORATE F"
"BearingPoint, Inc",144,"BEARINGPOINT INC"
"sunrise",144,"SUNRISE"
"Level3",144,"LEVEL3"
"Excell Data",144,"EXCELL DATA"
"Broadcom Corp",144,"BROADCOM CORP"
"University of St. Th",145,"UNIVERSITY OF ST TH"
"Alcon",145,"ALCON"
"BBDO Detroit",145,"BBDO DETROIT"
"Neuf Telecom",145,"NEUF TELECOM"
"Capgemini Energy",145,"CAPGEMINI ENERGY"
"carrefour",145,"CARREFOUR"
"Atrica",145,"ATRICA"
"GreenPoint Mortgage",145,"GREENPOINT MORTGAGE"
"WordPerfect",145,"WORDPERFECT"
"Productivity Point I",145,"PRODUCTIVITY POINT I"
"Western Michigan Uni",145,"WESTERN MICHIGAN UNI"
"American Medical Ass",145,"AMERICAN MEDICAL ASS"
"Accenture Consulting",145,"ACCENTURE CONSULTING"
"TP SA",145,"TP SA"
"Prudential Douglas E",145,"PRUDENTIAL DOUGLAS E"
"Sun Microsystems Gmb",145,"SUN MICROSYSTEMS GMB"
"Bayer CropScience",145,"BAYER CROPSCIENCE"
"Ashton-Tate",145,"ASHTON TATE"
"Arrow",145,"ARROW"
"ScanSoft",145,"SCANSOFT"
"BDC",145,"BDC"
"Allianz Global Inves",145,"ALLIANZ GLOBAL INVES"
"Cendant Mobility",145,"CENDANT MOBILITY"
"Southwest Research I",145,"SOUTHWEST RESEARCH I"
"McMaster-Carr",145,"MCMASTER CARR"
"Knight Ridder",145,"KNIGHT RIDDER"
"TUSC",145,"TUSC"
"Cap Gemini Ernst and",145,"CAP GEMINI ERNST AND"
"Novartis Institutes",145,"NOVARTIS INSTITUTES"
"Sun Chemical",145,"SUN CHEMICAL"
"Pershing LLC",145,"PERSHING LLC"
"Rainmaker",145,"RAINMAKER"
"State of Utah",145,"STATE OF UTAH"
"Toyota Motor Manufac",145,"TOYOTA MOTOR MANUFAC"
"Siemens ICN",145,"SIEMENS ICN"
"MeesPierson",145,"MEESPIERSON"
"Current Analysis",145,"CURRENT ANALYSIS"
"Softchoice",145,"SOFTCHOICE"
"Chordiant",145,"CHORDIANT"
"LucasArts Entertainm",145,"LUCASARTS ENTERTAINM"
"Apache Software Foun",145,"APACHE SOFTWARE FOUN"
"Campbell Soup",145,"CAMPBELL SOUP"
"SS8 Networks",145,"SS8 NETWORKS"
"Parfums Christian Di",145,"PARFUMS CHRISTIAN DI"
"SPSS Inc.",145,"SPSS INC"
"ADP, Inc.",145,"ADP INC"
"Australian Taxation",145,"AUSTRALIAN TAXATION"
"Ericsson Enterprise",145,"ERICSSON ENTERPRISE"
"SafeNet",145,"SAFENET"
"Syndesis",145,"SYNDESIS"
"iGate",145,"IGATE"
"PSC",145,"PSC"
"Harley-Davidson",145,"HARLEY DAVIDSON"
"The Creative Group",145,"THE CREATIVE GROUP"
"SR Telecom",146,"SR TELECOM"
"Boots",146,"BOOTS"
"WeDo Consulting",146,"WEDO CONSULTING"
"Symbian Ltd",146,"SYMBIAN LTD"
"Aether Systems",146,"AETHER SYSTEMS"
"divine",146,"DIVINE"
"Myself",146,"MYSELF"
"Sylvan Learning Cent",146,"SYLVAN LEARNING CENT"
"SAP France",146,"SAP FRANCE"
"Nova Southeastern Un",146,"NOVA SOUTHEASTERN UN"
"SEC",146,"SEC"
"Dassault Aviation",146,"DASSAULT AVIATION"
"BP plc",146,"BP PLC"
"HJ Heinz",146,"HJ HEINZ"
"Homestore",146,"HOMESTORE"
"AltaVista",146,"ALTAVISTA"
"Capgemini US LLC",146,"CAPGEMINI US LLC"
"Symmetricom",146,"SYMMETRICOM"
"HLL",146,"HLL"
"kodak",146,"KODAK"
"EC",146,"EC"
"sbc",146,"SBC"
"Texas Christian Univ",146,"TEXAS CHRISTIAN UNIV"
"The Goodyear Tire &",146,"THE GOODYEAR TIRE &"
"SCEE",146,"SCEE"
"Walt Disney World Co",146,"WALT DISNEY WORLD CO"
"Johnson Matthey",146,"JOHNSON MATTHEY"
"Lyondell",146,"LYONDELL"
"DSC",146,"DSC"
"Enskilda Securities",146,"ENSKILDA SECURITIES"
"Vodafone D2 GmbH",146,"VODAFONE D2 GMBH"
"Winterthur Insurance",146,"WINTERTHUR INSURANCE"
"BT Financial Group",146,"BT FINANCIAL GROUP"
"Donnelley Marketing",146,"DONNELLEY MARKETING"
"Vurv Technology",146,"VURV TECHNOLOGY"
"National Bank of Pol",146,"NATIONAL BANK OF POL"
"Chase Manhattan",146,"CHASE MANHATTAN"
"Washington Mutual Ca",146,"WASHINGTON MUTUAL CA"
"Impsat",146,"IMPSAT"
"BAE",146,"BAE"
"Watchfire",146,"WATCHFIRE"
"DaimlerChrysler Corp",146,"DAIMLERCHRYSLER CORP"
"Tennessee Valley Aut",146,"TENNESSEE VALLEY AUT"
"Globo.com",146,"GLOBO"
"fedex",146,"FEDEX"
"OS2i",146,"OS2I"
"IBC",146,"IBC"
"Sprint Communication",146,"SPRINT COMMUNICATION"
"Luxottica Retail",146,"LUXOTTICA RETAIL"
"Corus Entertainment",147,"CORUS ENTERTAINMENT"
"Lincoln Financial Ad",147,"LINCOLN FINANCIAL AD"
"Base",147,"BASE"
"marchFirst",147,"MARCHFIRST"
"CBIZ",147,"CBIZ"
"Bain Capital",147,"BAIN CAPITAL"
"Hines",147,"HINES"
"Ranbaxy",147,"RANBAXY"
"CompuCom Systems, In",147,"COMPUCOM SYSTEMS IN"
"S3",147,"S3"
"Teknologisk Institut",147,"TEKNOLOGISK INSTITUT"
"K?benhavns Kommune",147,"KBENHAVNS KOMMUNE"
"Advanta",147,"ADVANTA"
"Apria Healthcare",147,"APRIA HEALTHCARE"
"British Sky Broadcas",147,"BRITISH SKY BROADCAS"
"Intersil",147,"INTERSIL"
"ARC International",147,"ARC INTERNATIONAL"
"Ford Motor Credit Co",147,"FORD MOTOR CREDIT CO"
"AIM",147,"AIM"
"CME",147,"CME"
"Aegis Mortgage Corpo",147,"AEGIS MORTGAGE CORPO"
"Ball State Universit",147,"BALL STATE UNIVERSIT"
"CNC Global",147,"CNC GLOBAL"
"MSC",147,"MSC"
"IDX Systems Corporat",147,"IDX SYSTEMS CORPORAT"
"Oticon",147,"OTICON"
"King's College Londo",147,"KING'S COLLEGE LONDO"
"Hewlett packard",147,"HEWLETT PACKARD"
"Forest Laboratories",147,"FOREST LABORATORIES"
"SUN MICROSYSTEMS",147,"SUN MICROSYSTEMS"
"ADB",147,"ADB"
"TCF Bank",147,"TCF BANK"
"Boyden",147,"BOYDEN"
"University of St. Ga",147,"UNIVERSITY OF ST GA"
"RealNetworks, Inc.",147,"REALNETWORKS INC"
"Merck & Co., Inc",147,"MERCK & CO INC"
"America Online, Inc",147,"AMERICA ONLINE INC"
"IBM Switzerland",147,"IBM SWITZERLAND"
"Clearswift",148,"CLEARSWIFT"
"Oracle do Brasil",148,"ORACLE DO BRASIL"
"Elcoteq",148,"ELCOTEQ"
"Department of Foreig",148,"DEPARTMENT OF FOREIG"
"Moody's KMV",148,"MOODY'S KMV"
"USinternetworking",148,"USINTERNETWORKING"
"Mckinsey & Company",148,"MCKINSEY & COMPANY"
"Central Michigan Uni",148,"CENTRAL MICHIGAN UNI"
"Texas Children's Hos",148,"TEXAS CHILDREN'S HOS"
"Terayon Communicatio",148,"TERAYON COMMUNICATIO"
"Aetna, Inc.",148,"AETNA INC"
"Redknee",148,"REDKNEE"
"UCB Pharma",148,"UCB PHARMA"
"ThruPoint",148,"THRUPOINT"
"DTO",148,"DTO"
"AOL Canada",148,"AOL CANADA"
"Bharti Airtel Ltd",148,"BHARTI AIRTEL LTD"
"Inter-Tel",148,"INTER TEL"
"Globix",148,"GLOBIX"
"Herman Miller",148,"HERMAN MILLER"
"MCS",148,"MCS"
"Business Wire",148,"BUSINESS WIRE"
"ComputerLand S.A.",148,"COMPUTERLAND SA"
"T-Systems Enterprise",148,"T SYSTEMS ENTERPRISE"
"Smiths Medical",148,"SMITHS MEDICAL"
"BNPParibas",148,"BNPPARIBAS"
"Neopost",148,"NEOPOST"
"Princess Cruises",148,"PRINCESS CRUISES"
"compuware",148,"COMPUWARE"
"Aztec Software",148,"AZTEC SOFTWARE"
"Georgia Department o",148,"GEORGIA DEPARTMENT O"
"Pearson Government S",148,"PEARSON GOVERNMENT S"
"Spherion Professiona",148,"SPHERION PROFESSIONA"
"Sogeti USA",148,"SOGETI USA"
"TELEFONICA",148,"TELEFONICA"
"Citi Cards",148,"CITI CARDS"
"Avid",148,"AVID"
"Orange Group",148,"ORANGE GROUP"
"Expedia, Inc",148,"EXPEDIA INC"
"Abbott Diabetes Care",148,"ABBOTT DIABETES CARE"
"UOP",148,"UOP"
"Cognos Inc.",148,"COGNOS INC"
"Berbee Information N",148,"BERBEE INFORMATION N"
"Proctor & Gamble",148,"PROCTOR & GAMBLE"
"King & Spalding LLP",148,"KING & SPALDING LLP"
"Dick's Sporting Good",149,"DICK'S SPORTING GOOD"
"Coventry Health Care",149,"COVENTRY HEALTH CARE"
"Sharp Electronics",149,"SHARP ELECTRONICS"
"Sun microsystems",149,"SUN MICROSYSTEMS"
"Amgen Inc",149,"AMGEN INC"
"Countrywide Bank",149,"COUNTRYWIDE BANK"
"Collaborative Consul",149,"COLLABORATIVE CONSUL"
"Reuters SA",149,"REUTERS SA"
"Yahoo! Europe",149,"YAHOO EUROPE"
"Bank BPH SA",149,"BANK BPH SA"
"SPS",149,"SPS"
"American Chemical So",149,"AMERICAN CHEMICAL SO"
"ARINSO",149,"ARINSO"
"Backbone Entertainme",149,"BACKBONE ENTERTAINME"
"CPA",149,"CPA"
"Lockheed Martin Miss",149,"LOCKHEED MARTIN MISS"
"Wyeth Research",149,"WYETH RESEARCH"
"American Bar Associa",149,"AMERICAN BAR ASSOCIA"
"First Data Resources",149,"FIRST DATA RESOURCES"
"WilTel",149,"WILTEL"
"Navitaire",149,"NAVITAIRE"
"Lowe's Companies, In",149,"LOWE'S COMPANIES IN"
"Burson Marsteller",149,"BURSON MARSTELLER"
"Winstar Communicatio",149,"WINSTAR COMMUNICATIO"
"Avenir",149,"AVENIR"
"Alcatel Business Sys",149,"ALCATEL BUSINESS SYS"
"WAMU",149,"WAMU"
"Rhythm & Hues Studio",149,"RHYTHM & HUES STUDIO"
"Merck KGaA",149,"MERCK KGAA"
"Liberata",149,"LIBERATA"
"BT Plc",149,"BT PLC"
"BearingPoint Inc",149,"BEARINGPOINT INC"
"Xerox Corp.",149,"XEROX CORP"
"Cornerstone Research",149,"CORNERSTONE RESEARCH"
"Noblestar",149,"NOBLESTAR"
"Novellus Systems, In",149,"NOVELLUS SYSTEMS IN"
"Gen-i",149,"GEN I"
"TV Globo",149,"TV GLOBO"
"University Hospitals",149,"UNIVERSITY HOSPITALS"
"Starwood",149,"STARWOOD"
"Ericsson, Inc.",149,"ERICSSON INC"
"The Schwan Food Comp",149,"THE SCHWAN FOOD COMP"
"Edinfor",149,"EDINFOR"
"ATOS",149,"ATOS"
"ADVO",149,"ADVO"
"Netia S.A.",149,"NETIA SA"
"IBM Denmark A/S",149,"IBM DENMARK AS"
"Nortel Government So",149,"NORTEL GOVERNMENT SO"
"HayGroup",150,"HAYGROUP"
"AMI",150,"AMI"
"US LEC",150,"US LEC"
"Concurrent Technolog",150,"CONCURRENT TECHNOLOG"
"Russell Corporation",150,"RUSSELL CORPORATION"
"Tenneco",150,"TENNECO"
"Lowes",150,"LOWES"
"Plastic Omnium",150,"PLASTIC OMNIUM"
"InfoVista",150,"INFOVISTA"
"Serono International",150,"SERONO INTERNATIONAL"
"Wang Labs",150,"WANG LABS"
"MD Anderson Cancer C",150,"MD ANDERSON CANCER C"
"KAZ",150,"KAZ"
"TNT Post",150,"TNT POST"
"Novellus",150,"NOVELLUS"
"Littlewoods Shop Dir",150,"LITTLEWOODS SHOP DIR"
"NNE",150,"NNE"
"Hoffmann-La Roche",150,"HOFFMANN LA ROCHE"
"Lockheed Martin Info",150,"LOCKHEED MARTIN INFO"
"Microsoft EMEA",150,"MICROSOFT EMEA"
"AXA Advisors, LLC",150,"AXA ADVISORS LLC"
"GL Trade",150,"GL TRADE"
"Advent Software, Inc",150,"ADVENT SOFTWARE INC"
"TP S.A.",150,"TP SA"
"APL Logistics",150,"APL LOGISTICS"
"andersen consulting",150,"ANDERSEN CONSULTING"
"Sprint Paranet",150,"SPRINT PARANET"
"Harcourt",150,"HARCOURT"
"Alm. Brand",150,"ALM BRAND"
"Starpoint Solutions",150,"STARPOINT SOLUTIONS"
"SMI",150,"SMI"
"Politec",150,"POLITEC"
"Carat Fusion",150,"CARAT FUSION"
"University of Leeds",150,"UNIVERSITY OF LEEDS"
"Eli Lilly & Co",150,"ELI LILLY & CO"
"Reed Smith LLP",150,"REED SMITH LLP"
"GCI Group",150,"GCI GROUP"
"Heller Ehrman LLP",150,"HELLER EHRMAN LLP"
"Arthur J. Gallagher",150,"ARTHUR J GALLAGHER"
"Lanier",150,"LANIER"
"Bright House Network",150,"BRIGHT HOUSE NETWORK"
"Wipro Limited",150,"WIPRO LIMITED"
"CipherTrust",150,"CIPHERTRUST"
"IBM Belgium",150,"IBM BELGIUM"
"CIENA",150,"CIENA"
"digital equipment co",150,"DIGITAL EQUIPMENT CO"
"Federal Communicatio",150,"FEDERAL COMMUNICATIO"
"Companhia Vale do Ri",151,"COMPANHIA VALE DO RI"
"CIBA Vision",151,"CIBA VISION"
"Live Nation",151,"LIVE NATION"
"IT Convergence",151,"IT CONVERGENCE"
"CVS Pharmacy",151,"CVS PHARMACY"
"Lyondell Chemical Co",151,"LYONDELL CHEMICAL CO"
"GN ReSound",151,"GN RESOUND"
"Enterprise",151,"ENTERPRISE"
"Young & Rubicam Bran",151,"YOUNG & RUBICAM BRAN"
"Riverdeep",151,"RIVERDEEP"
"Magenic Technologies",151,"MAGENIC TECHNOLOGIES"
"GTI",151,"GTI"
"Kemper Insurance",151,"KEMPER INSURANCE"
"NEC America",151,"NEC AMERICA"
"Netia",151,"NETIA"
"Eli Lilly & Co.",151,"ELI LILLY & CO"
"The Irvine Company",151,"THE IRVINE COMPANY"
"FKI Logistex",151,"FKI LOGISTEX"
"U.S. Senate",151,"US SENATE"
"Linux Networx",151,"LINUX NETWORX"
"SAP Canada",151,"SAP CANADA"
"NetCracker",151,"NETCRACKER"
"ClickSoftware",151,"CLICKSOFTWARE"
"Learning Tree Intern",151,"LEARNING TREE INTERN"
"Morgan Lewis & Bocki",151,"MORGAN LEWIS & BOCKI"
"Interactive Business",151,"INTERACTIVE BUSINESS"
"google",151,"GOOGLE"
"Hexaware",151,"HEXAWARE"
"Westwood College",151,"WESTWOOD COLLEGE"
"Berlex",151,"BERLEX"
"Martin Marietta",151,"MARTIN MARIETTA"
"ERG",151,"ERG"
"DoubleClick Inc.",151,"DOUBLECLICK INC"
"UC Irvine",151,"UC IRVINE"
"manpower",151,"MANPOWER"
"Fremont Investment &",151,"FREMONT INVESTMENT &"
"Avici Systems",151,"AVICI SYSTEMS"
"Vancouver Film Schoo",151,"VANCOUVER FILM SCHOO"
"Cobalt Group",151,"COBALT GROUP"
"Universite de Montre",151,"UNIVERSITE DE MONTRE"
"Software Technology",151,"SOFTWARE TECHNOLOGY"
"ComputerLand SA",152,"COMPUTERLAND SA"
"Evolving Systems",152,"EVOLVING SYSTEMS"
"Anonymous",152,"ANONYMOUS"
"U.S. Department of E",152,"US DEPARTMENT OF E"
"Ariba Inc.",152,"ARIBA INC"
"Baylor Health Care S",152,"BAYLOR HEALTH CARE S"
"Swinburne University",152,"SWINBURNE UNIVERSITY"
"United Overseas Bank",152,"UNITED OVERSEAS BANK"
"Post Danmark A/S",152,"POST DANMARK AS"
"RTE",152,"RTE"
"LabCorp",152,"LABCORP"
"Mirant",152,"MIRANT"
"First Citizens Bank",152,"FIRST CITIZENS BANK"
"United Stationers",152,"UNITED STATIONERS"
"Proskauer Rose LLP",152,"PROSKAUER ROSE LLP"
"Unica",152,"UNICA"
"City and County of S",152,"CITY AND COUNTY OF S"
"Unica Corporation",152,"UNICA CORPORATION"
"Sara Lee Internation",152,"SARA LEE INTERNATION"
"FCI",152,"FCI"
"bioMerieux",152,"BIOMERIEUX"
"Eiffel",152,"EIFFEL"
"Harbinger",152,"HARBINGER"
"Grey Interactive",152,"GREY INTERACTIVE"
"Full Sail Real World",152,"FULL SAIL REAL WORLD"
"NTT Communications",152,"NTT COMMUNICATIONS"
"Bunge",152,"BUNGE"
"Aditi Technologies",152,"ADITI TECHNOLOGIES"
"Digidesign",152,"DIGIDESIGN"
"DCI",152,"DCI"
"Performics",152,"PERFORMICS"
"Swisscom AG",152,"SWISSCOM AG"
"Enterprise Solutions",152,"ENTERPRISE SOLUTIONS"
"Baylor University",152,"BAYLOR UNIVERSITY"
"army",152,"ARMY"
"Collins & Aikman",152,"COLLINS & AIKMAN"
"Sonic Software",152,"SONIC SOFTWARE"
"Funcom",152,"FUNCOM"
"SPX Corporation",152,"SPX CORPORATION"
"Grant Thornton, LLP",152,"GRANT THORNTON LLP"
"Tyson Foods",153,"TYSON FOODS"
"Computerworld",153,"COMPUTERWORLD"
"Goodwin Procter LLP",153,"GOODWIN PROCTER LLP"
"Rhythm and Hues",153,"RHYTHM AND HUES"
"ZenithOptimedia",153,"ZENITHOPTIMEDIA"
"Simon & Schuster",153,"SIMON & SCHUSTER"
"Pentascope",153,"PENTASCOPE"
"Kilpatrick Stockton",153,"KILPATRICK STOCKTON"
"Florida Power & Ligh",153,"FLORIDA POWER & LIGH"
"Xerox Canada",153,"XEROX CANADA"
"Disneyland Resort Pa",153,"DISNEYLAND RESORT PA"
"Occidental Petroleum",153,"OCCIDENTAL PETROLEUM"
"Cirque du Soleil",153,"CIRQUE DU SOLEIL"
"Hughes",153,"HUGHES"
"Centrelink",153,"CENTRELINK"
"CommVault Systems",153,"COMMVAULT SYSTEMS"
"Sandia National Labs",153,"SANDIA NATIONAL LABS"
"State of Michigan",153,"STATE OF MICHIGAN"
"Bingham McCutchen LL",153,"BINGHAM MCCUTCHEN LL"
"SSH Communications S",153,"SSH COMMUNICATIONS S"
"Yahoo! HotJobs",153,"YAHOO HOTJOBS"
"Talisma Corporation",153,"TALISMA CORPORATION"
"Novartis Biociencias",153,"NOVARTIS BIOCIENCIAS"
"Polkomtel SA",153,"POLKOMTEL SA"
"University Medical C",153,"UNIVERSITY MEDICAL C"
"Acer",153,"ACER"
"Charles Schwab & Co",153,"CHARLES SCHWAB & CO"
"Columbia House",153,"COLUMBIA HOUSE"
"Villanova University",153,"VILLANOVA UNIVERSITY"
"Cincom Systems",153,"CINCOM SYSTEMS"
"KPMG Audit",153,"KPMG AUDIT"
"West Corporation",153,"WEST CORPORATION"
"Thermo Fisher Scient",153,"THERMO FISHER SCIENT"
"Nissan Europe",153,"NISSAN EUROPE"
"Infotech Enterprises",153,"INFOTECH ENTERPRISES"
"CISCO SYSTEMS",153,"CISCO SYSTEMS"
"Arch Wireless",153,"ARCH WIRELESS"
"Foley & Lardner LLP",153,"FOLEY & LARDNER LLP"
"The MathWorks, Inc.",154,"THE MATHWORKS INC"
"Yahoo!, Inc.",154,"YAHOO INC"
"ATMI",154,"ATMI"
"PNC",154,"PNC"
"Berlex Biosciences",154,"BERLEX BIOSCIENCES"
"Express",154,"EXPRESS"
"Centra Software",154,"CENTRA SOFTWARE"
"The Technology Partn",154,"THE TECHNOLOGY PARTN"
"IAI",154,"IAI"
"Orange SA",154,"ORANGE SA"
"Rafael",154,"RAFAEL"
"Sema",154,"SEMA"
"Lernout & Hauspie",154,"LERNOUT & HAUSPIE"
"GlaxoSmithkline",154,"GLAXOSMITHKLINE"
"Swiss Life",154,"SWISS LIFE"
"DWS",154,"DWS"
"Tenneco Automotive",154,"TENNECO AUTOMOTIVE"
"Align Technology",154,"ALIGN TECHNOLOGY"
"Denton Wilde Sapte",154,"DENTON WILDE SAPTE"
"Trasys",154,"TRASYS"
"Ministerie van Justi",154,"MINISTERIE VAN JUSTI"
"Siemens Corporation",154,"SIEMENS CORPORATION"
"UBISOFT",154,"UBISOFT"
"Blake Dawson Waldron",154,"BLAKE DAWSON WALDRON"
"AT&T Government Solu",154,"AT&T GOVERNMENT SOLU"
"Neurocrine Bioscienc",154,"NEUROCRINE BIOSCIENC"
"MasterCard Europe",154,"MASTERCARD EUROPE"
"Global Insight",154,"GLOBAL INSIGHT"
"Arthur Andersen, LLP",154,"ARTHUR ANDERSEN LLP"
"HCL Tech",154,"HCL TECH"
"GTL Limited",154,"GTL LIMITED"
"Exigen Group",154,"EXIGEN GROUP"
"Electronics For Imag",154,"ELECTRONICS FOR IMAG"
"CMI",154,"CMI"
"gsk",154,"GSK"
"RFMD",154,"RFMD"
"MarchFirst",154,"MARCHFIRST"
"L&T",154,"L&T"
"University of Strath",154,"UNIVERSITY OF STRATH"
"wachovia",154,"WACHOVIA"
"Circuit City Stores",154,"CIRCUIT CITY STORES"
"Dialog",154,"DIALOG"
"Amersham Biosciences",154,"AMERSHAM BIOSCIENCES"
"UCSB",154,"UCSB"
"Omgeo",154,"OMGEO"
"Microcell",154,"MICROCELL"
"Energis Communicatio",155,"ENERGIS COMMUNICATIO"
"HomeBanc Mortgage Co",155,"HOMEBANC MORTGAGE CO"
"NASK",155,"NASK"
"Loyola Marymount Uni",155,"LOYOLA MARYMOUNT UNI"
"GAP",155,"GAP"
"Teradyne Inc.",155,"TERADYNE INC"
"sgi",155,"SGI"
"Celestica Inc.",155,"CELESTICA INC"
"Riverside Publishing",155,"RIVERSIDE PUBLISHING"
"Diagonal Consulting",155,"DIAGONAL CONSULTING"
"Octagon",155,"OCTAGON"
"Strategic Staffing S",155,"STRATEGIC STAFFING S"
"Micron Technology, I",155,"MICRON TECHNOLOGY I"
"Alvarez & Marsal",155,"ALVAREZ & MARSAL"
"Itron",155,"ITRON"
"Jazztel",155,"JAZZTEL"
"Culver Careers",155,"CULVER CAREERS"
"RMG Connect",155,"RMG CONNECT"
"Sofrecom",155,"SOFRECOM"
"JDEdwards",155,"JDEDWARDS"
"CPI",155,"CPI"
"Digital Island",155,"DIGITAL ISLAND"
"Salans",155,"SALANS"
"Dorsey & Whitney LLP",155,"DORSEY & WHITNEY LLP"
"TDC Solutions",155,"TDC SOLUTIONS"
"Nationwide Building",155,"NATIONWIDE BUILDING"
"retired",155,"RETIRED"
"Hyatt International",155,"HYATT INTERNATIONAL"
"The Pampered Chef",155,"THE PAMPERED CHEF"
"E.piphany",155,"EPIPHANY"
"Mosaic Sales Solutio",155,"MOSAIC SALES SOLUTIO"
"Innovene",155,"INNOVENE"
"Nature Publishing Gr",155,"NATURE PUBLISHING GR"
"Booz-Allen & Hamilto",155,"BOOZ ALLEN & HAMILTO"
"AIA",155,"AIA"
"Seabridge",155,"SEABRIDGE"
"S&P",155,"S&P"
"Orbital Sciences Cor",155,"ORBITAL SCIENCES COR"
"Princeton Softech",155,"PRINCETON SOFTECH"
"Seattle University",155,"SEATTLE UNIVERSITY"
"GE Real Estate",155,"GE REAL ESTATE"
"UAB",155,"UAB"
"KLA Tencor",155,"KLA TENCOR"
"ITC Limited",155,"ITC LIMITED"
"RAF",155,"RAF"
"GijimaAst",155,"GIJIMAAST"
"Qantas Airways",155,"QANTAS AIRWAYS"
"Delaware Investments",156,"DELAWARE INVESTMENTS"
"Nanyang Technologica",156,"NANYANG TECHNOLOGICA"
"HVB",156,"HVB"
"Citizens Financial G",156,"CITIZENS FINANCIAL G"
"Microland",156,"MICROLAND"
"BT Wholesale",156,"BT WHOLESALE"
"York International",156,"YORK INTERNATIONAL"
"Benchmark Electronic",156,"BENCHMARK ELECTRONIC"
"Framestore CFC",156,"FRAMESTORE CFC"
"New York Presbyteria",156,"NEW YORK PRESBYTERIA"
"Futurestep",156,"FUTURESTEP"
"FLAG Telecom",156,"FLAG TELECOM"
"Degussa",156,"DEGUSSA"
"Calpine Corporation",156,"CALPINE CORPORATION"
"Opsware",156,"OPSWARE"
